GEOID,priority_miles,city_miles,priority_fraction,SUM_res_sq_miles,SUM_sq_miles,pct_res,mean_grade,dangle_miles,dangle_fraction,pop,units,med_inc,shr_poc,shr_occ,District,early,count,ppm,hr25,hr50,hr75,hr_near_57,shr_by_57,d25,d50,d75,dav
360670010002,0.404880782,3.250926651,0.124543192,0.071933455,0.090077807,79.85702246,2.353385597,0.0,0.0,1322.0,698.0,38194.0,0.3858,0.8438,6.0,1,1183,363.8962446710706,38,62,79,51,0.46661031276415893,4,23,34,20.333333333333332
360670010003,0.0,1.618955193,0.0,0.052913463,0.081019185,65.30979424,2.612814882,0.131757261,0.081384131,1491.0,656.0,33718.0,0.3266,0.9436,6.0,2,605,373.69780375385596,36,66,68,51,0.4578512396694215,2,27,23,17.333333333333332
360670010004,0.404989671,2.295835745,0.176401849,0.008661853,0.084471165,10.2542132,1.214733082,0.218528754,0.095184838,627.0,542.0,22600.0,0.4434,0.8081,5.0,2,976,425.117520765842,36,46,73,56,0.5860655737704918,2,7,28,12.333333333333334
360670014001,0.724818194,1.528051571,0.474341447,0.033697153,0.052403862,64.30280528,2.00690557,0.0,0.0,977.0,370.0,25724.0,0.7769,0.6514,5.0,0,617,403.78218360537255,51,61,77,56,0.3646677471636953,17,22,32,23.666666666666668
360670014002,0.612646057,1.297962149,0.472006104,0.0275792,0.040297923,68.43826558,2.793677446,0.097866938,0.075400456,1524.0,594.0,19429.0,0.7808,0.7576,5.0,0,375,288.9144342837073,51,62,80,56,0.3893333333333333,17,23,35,25.0
360670014003,0.397851118,1.298099167,0.306487462,0.022564236,0.024529587,91.98783587,3.788214522,0.0,0.0,598.0,244.0,32639.0,0.6823,0.6598,5.0,2,361,278.0989381838191,47,56,61,56,0.5512465373961218,13,17,16,15.333333333333334
360670015001,0.586462641,3.437582556,0.170603216,0.066354048,0.101899316,65.11726601,3.350962719,0.070123883,0.020399185,1443.0,692.0,43864.0,0.4865,0.7254,4.0,0,1444,420.06263892619074,46,67,84,53,0.3497229916897507,12,28,39,26.333333333333332
360670015002,0.817165047,1.567039202,0.521470711,0.03251801,0.043843017,74.16919052,3.361541037,0.0,0.0,1334.0,427.0,38333.0,0.596,0.8009,4.0,0,771,492.0106650911979,45,64,73,55,0.35667963683527887,11,25,28,21.333333333333332
360670016001,1.054382691,2.162049905,0.487677314,0.011431201,0.116472035,9.814545212,3.016214473,0.0,0.0,1917.0,1039.0,20379.0,0.2551,0.8999,4.0,3,754,348.74310637154326,38,49,69,55,0.5358090185676393,4,10,24,12.666666666666666
360670016002,1.140592397,2.1194726,0.538149159,0.005631657,0.049108227,11.46784766,2.531209015,0.0,0.0,1532.0,1144.0,31094.0,0.4902,0.84,4.0,2,890,419.91578470983774,46,55,69,55,0.5314606741573034,12,16,24,17.333333333333332
360670017011,0.642547337,3.138188748,0.204751017,0.075522841,0.093513197,80.76169332,3.949998797,0.105762024,0.033701613,1307.0,634.0,56250.0,0.4529,0.8044,6.0,2,938,298.89852884017796,41,51,67,54,0.5277185501066098,7,12,22,13.666666666666666
360670017012,0.776484768,4.25426674,0.18251906,0.059366274,0.13249578,44.80616164,4.386148399,0.107113155,0.025177818,882.0,543.0,50057.0,0.4297,0.7532,6.0,3,1463,343.89004954588245,37,45,66,56,0.6049213943950786,3,6,21,10.0
360670017021,0.445206786,2.382565615,0.186860241,0.063127506,0.069856666,90.36718981,1.361629393,0.0,0.0,844.0,430.0,74775.0,0.5427,0.8535,6.0,2,475,199.36491864464352,36,50,82,56,0.5642105263157895,2,11,37,16.666666666666668
360670017022,0.971236778,5.022708571,0.193369128,0.100153884,0.230086233,43.52884691,2.72801828,0.949321818,0.189005953,1771.0,826.0,42647.0,0.2547,0.8644,6.0,2,2134,424.87036025168584,33,49,75,56,0.6073102155576382,-1,10,30,13.666666666666666
360670018001,0.18477357,1.671027138,0.110574847,0.037876253,0.050280852,75.32937803,1.969297891,0.0,0.0,761.0,438.0,30357.0,0.2957,0.9361,6.0,0,1144,684.6088695897649,41,60,72,56,0.4833916083916084,7,21,27,18.333333333333332
360670018002,0.0,1.527769038,0.0,0.044488161,0.045245574,98.32599679,1.349851108,0.0,0.0,590.0,214.0,50357.0,0.1678,1.0,6.0,0,384,251.34689239591722,51,61,73,51,0.3619791666666667,17,22,28,22.333333333333332
360670018003,0.897301705,4.399359312,0.203961905,0.109395555,0.15267804,71.65113958,2.828827711,0.134930872,0.030670573,1697.0,820.0,49792.0,0.2445,1.0,6.0,2,1717,390.2841023502197,33,53,72,56,0.5136866627839255,-1,14,27,14.0
360670019001,0.6710721,2.646293401,0.253589454,0.061504369,0.074833998,82.18773629,4.206676055,0.204019272,0.07709624,794.0,374.0,34469.0,0.4811,0.9813,6.0,1,862,325.7386349050568,41,63,70,48,0.45127610208816704,7,24,25,18.666666666666668
360670019002,1.264933173,4.659690535,0.271462914,0.051977836,0.097211398,53.46887004,4.521845427,0.045364778,0.009735577,635.0,389.0,42301.0,0.148,0.8149,6.0,2,1247,267.6143384702263,37,60,66,55,0.47714514835605454,3,21,21,15.0
360670019003,0.524731315,3.221600832,0.16287906,0.070794251,0.08419732,84.08135931,3.838140053,0.0,0.0,1105.0,521.0,48594.0,0.2226,0.9194,6.0,1,1027,318.78561421975695,40,67,77,51,0.39824732229795523,6,28,32,22.0
360670019004,0.156888098,2.649381081,0.059216886,0.076226999,0.077050935,98.93066132,2.035637719,0.0,0.0,973.0,505.0,70156.0,0.0113,1.0,6.0,0,660,249.11478561282894,46,69,78,51,0.3515151515151515,12,30,33,25.0
360670019005,0.413675108,2.67779403,0.154483543,0.062266426,0.083835557,74.27209691,2.19448534,0.057609333,0.021513728,563.0,324.0,83036.0,0.071,0.9321,6.0,1,740,276.346870487272,38,70,79,51,0.40405405405405403,4,31,34,23.0
360670020001,1.527009024,5.478443902,0.27873043,0.049758828,0.187722175,26.50663324,2.341147367,0.492497551,0.089897343,787.0,445.0,25278.0,0.3202,0.791,2.0,1,1624,296.43454036412254,41,59,69,44,0.41625615763546797,7,20,24,17.0
360670020002,0.757738734,2.78840054,0.271746732,0.06634365,0.079017826,83.96035838,2.217954635,0.398707484,0.142987881,1214.0,668.0,35759.0,0.1096,0.8488,2.0,3,952,341.4143650969168,33,44,69,45,0.5409663865546218,-1,5,24,10.0
360670021011,1.339025876,3.096315441,0.432457836,0.025144335,0.145205512,17.31637768,1.166104812,0.077929847,0.025168575,276.0,285.0,37625.0,0.279,0.6421,3.0,1,797,257.4027146738633,37,61,84,54,0.4918444165621079,3,22,39,21.333333333333332
360670021012,2.308801962,7.621853832,0.302918688,0.031754933,0.176996469,17.9409978,0.873086927,0.0,0.0,689.0,540.0,34853.0,0.2758,0.7593,3.0,2,1083,142.09141553634558,34,55,86,56,0.541089566020314,0,16,41,19.0
360670021013,0.661638664,2.481743504,0.266602356,0.038262787,0.093906252,40.74572928,0.955280019,0.325020693,0.130964659,1581.0,669.0,27500.0,0.241,0.7593,3.0,1,261,105.1679996660928,38,73,87,47,0.39080459770114945,4,34,42,26.666666666666668
360670023001,0.664982143,1.821066076,0.365160909,0.023377741,0.042715513,54.72892486,4.205061218,0.0,0.0,627.0,407.0,27500.0,0.7257,0.629,4.0,3,676,371.2111322642639,39,43,63,55,0.6834319526627219,5,4,18,9.0
360670023002,2.111642873,4.194242928,0.503462224,0.003540883,0.076960323,4.600920259,3.43427397,0.0704511,0.016797096,882.0,757.0,13770.0,0.4785,0.7107,4.0,3,1710,407.7017066856934,38,53,70,56,0.631578947368421,4,14,25,14.333333333333334
360670024001,1.150467045,2.715864249,0.423609923,0.038067504,0.085529853,44.50785582,2.082627383,0.214342877,0.07892253,1251.0,572.0,23688.0,0.4852,0.8374,4.0,2,994,365.99767472398435,42,54,67,56,0.5372233400402414,8,15,22,15.0
360670024002,0.460036347,1.582374894,0.290725257,0.022760773,0.040064769,56.80994464,3.672312273,0.158949453,0.100449933,775.0,430.0,37976.0,0.2439,0.8372,4.0,1,612,386.76043352341003,48,57,67,55,0.5,14,18,22,18.0
360670027001,0.555030996,1.393878858,0.398191703,0.033730921,0.051918723,64.96870301,2.878416839,0.085890861,0.061620033,613.0,394.0,39583.0,0.3458,0.802,2.0,3,747,535.9145780228198,32,43,67,45,0.5261044176706827,-2,4,22,9.333333333333334
360670027002,0.543481408,1.714805703,0.316934687,0.032454369,0.046356476,70.01043142,3.595985409,0.019325841,0.011269989,669.0,365.0,55446.0,0.2287,0.8986,2.0,2,663,386.6327239523999,39,44,71,45,0.5052790346907994,5,5,26,12.0
360670027003,0.340793547,1.706742898,0.1996748,0.04539484,0.051695851,87.81138017,2.574722302,0.0,0.0,584.0,333.0,48510.0,0.1301,0.8198,2.0,0,475,278.3078813783938,42,57,81,45,0.4568421052631579,8,18,36,20.666666666666668
360670029011,1.922805624,4.389758714,0.4380208,0.106877595,0.146733557,72.83786818,3.20480935,0.050535755,0.011512194,1659.0,911.0,71250.0,0.1338,0.8847,2.0,0,1585,361.06768122472255,45,69,81,51,0.2864353312302839,11,30,36,25.666666666666668
360670029012,3.612562787,8.742305239,0.413227711,0.042786751,0.451569078,9.475128526,2.76937202,0.04691308,0.005366214,1212.0,637.0,62115.0,0.1675,0.8414,2.0,2,2593,296.6036908014211,36,47,71,56,0.5198611646741227,2,8,26,12.0
360670030001,3.217225798,6.189483068,0.519789094,0.020638869,0.186513388,11.06562352,0.871622217,0.387159182,0.062551134,889.0,413.0,15893.0,0.5152,0.7797,11.0,1,1244,200.98608984513663,34,60,78,56,0.4887459807073955,0,21,33,18.0
360670030002,0.224985882,1.881012542,0.119608921,0.013430028,0.040172518,33.43088475,0.31245752,0.233093571,0.123919201,816.0,451.0,12378.0,0.6225,0.8315,11.0,0,241,128.12248436353065,48,71,77,48,0.31950207468879666,14,32,32,26.0
360670032001,4.673901345,8.053808688,0.58033429,0.0,0.183310405,0.0,0.761513729,0.12839607,0.01594228,1437.0,1126.0,44545.0,0.3424,0.8757,12.0,2,4488,557.2518759586409,37,50,72,56,0.5666221033868093,3,11,27,13.666666666666666
360670032002,4.011897786,6.386116953,0.628221784,0.0,0.119047436,0.0,0.594368196,0.248491247,0.038911164,1861.0,565.0,16380.0,0.4949,1.0,12.0,2,3082,482.60938887944604,38,55,72,56,0.545425048669695,4,16,27,15.666666666666666
360670034001,5.38485391,10.19245344,0.528317734,0.027393089,0.208228812,13.15528267,1.820208389,0.25382374,0.024903105,1393.0,977.0,21563.0,0.6095,0.6878,1.0,2,4683,459.45758080401885,37,54,71,56,0.6068759342301944,3,15,26,14.666666666666666
360670035001,0.790816668,2.717810764,0.290975619,0.054773805,0.080186196,68.30827219,2.081652266,0.049529765,0.01822414,1076.0,445.0,50972.0,0.3401,0.8472,7.0,1,562,206.78408057110778,39,57,77,56,0.4750889679715303,5,18,32,18.333333333333332
360670035002,2.702228573,5.692261599,0.474719674,0.019882112,0.187474566,10.60523139,2.010714131,0.470320226,0.082624492,538.0,321.0,13380.0,0.7881,0.81,6.0,1,4078,716.4112065257877,39,60,75,56,0.4943599803825405,5,21,30,18.666666666666668
360670035003,0.762719908,1.838177329,0.414932714,0.028940738,0.057453673,50.37230372,4.948971417,0.066289343,0.036062539,823.0,541.0,22935.0,0.6367,0.7874,7.0,3,1026,558.1616005231451,36,46,69,56,0.5916179337231969,2,7,24,11.0
360670036012,0.696905991,2.625031989,0.265484761,0.079140033,0.087389081,90.56055109,3.123420245,0.0,0.0,1358.0,563.0,42663.0,0.7732,0.8011,7.0,1,1141,434.66136975902583,41,57,68,56,0.49956178790534617,7,18,23,16.0
360670036021,3.40450497,6.118306462,0.556445642,0.04114119,0.377815098,10.88923935,2.561398649,0.958916234,0.15672903,1091.0,608.0,38092.0,0.5124,0.8322,7.0,1,3244,530.2120807690918,36,65,79,56,0.4713316892725031,2,26,34,20.666666666666668
360670036022,0.455003003,3.820110047,0.119107303,0.100899816,0.110335499,91.44818929,2.00291876,0.0,0.0,1153.0,430.0,61667.0,0.6592,0.893,7.0,0,873,228.52744796856896,41,65,79,53,0.42955326460481097,7,26,34,22.333333333333332
360670038001,1.205160309,3.567138045,0.337850763,0.053267641,0.094848356,56.16084769,0.864661422,0.22906987,0.06421671,1181.0,496.0,32931.0,0.6799,0.754,10.0,0,1063,297.99799912144977,47,62,72,55,0.4835371589840075,13,23,27,21.0
360670038002,1.376064681,2.482862097,0.554225175,0.05328246,0.135092104,39.44157965,2.872808745,0.125727192,0.050638008,1120.0,498.0,28555.0,0.2973,0.8574,10.0,3,948,381.8174199628132,39,50,63,55,0.5548523206751055,5,11,18,11.333333333333334
360670039001,0.505942425,1.668631511,0.303208001,0.03145401,0.051628507,60.92372574,0.191846651,0.0,0.0,423.0,284.0,13542.0,0.818,0.5704,10.0,0,205,122.85516523486052,48,61,80,49,0.43902439024390244,14,22,35,23.666666666666668
360670039002,1.176944687,2.566518162,0.458576411,0.048736243,0.070084136,69.53962105,2.412391215,0.0,0.0,823.0,441.0,29613.0,0.5905,0.7143,10.0,3,655,255.20957135545103,39,48,62,51,0.6381679389312978,5,9,17,10.333333333333334
360670039003,1.054187551,4.234094579,0.24897591,0.075772672,0.140405421,53.9670555,0.427560291,0.0,0.0,1791.0,946.0,12351.0,0.7147,0.611,11.0,0,763,180.20381589591318,50,65,80,56,0.47575360419397117,16,26,35,25.666666666666668
360670040001,2.598908053,4.337864287,0.599121568,0.049020632,0.143734727,34.1049329,0.401716977,0.205320672,0.047332203,1387.0,707.0,18083.0,0.6172,0.6563,11.0,2,922,212.54699063848327,36,50,73,55,0.6160520607375272,2,11,28,13.666666666666666
360670042001,0.121532488,1.943534523,0.062531685,0.0,0.036861499,0.0,0.589844121,0.280111376,0.144124723,984.0,477.0,10505.0,0.8811,0.9371,1.0,2,346,178.02616619637993,53,54,56,56,0.8005780346820809,19,15,11,15.0
360670042002,2.118826403,7.139429265,0.296778121,0.01211711,0.220358754,5.498810495,0.640968707,0.541136707,0.075795514,1261.0,473.0,11987.0,0.8065,0.8309,1.0,2,2351,329.2980310800796,51,55,59,56,0.6095278604849,17,16,14,15.666666666666666
360670043011,1.563672815,4.144841919,0.377257528,0.0,0.100325701,0.0,3.342864804,0.078134018,0.018850904,1502.0,625.0,10547.0,0.5446,0.752,1.0,3,645,155.61510248275405,33,48,63,56,0.6790697674418604,-1,9,18,9.333333333333334
360670043021,1.295524516,1.748306917,0.741016639,0.003163163,0.055084499,5.742383735,3.309576713,0.0,0.0,366.0,303.0,8460.0,0.3388,0.4125,1.0,3,901,515.3557371643116,31,39,62,56,0.7081021087680355,-3,0,17,6.666666666666667
360670043022,2.704482696,5.837089099,0.463327294,0.000502195,0.261961585,0.191705645,3.353184706,0.20182145,0.034575701,5686.0,85.0,,0.3243,0.6706,1.0,1,1342,229.9091168969665,43,48,73,56,0.5126676602086438,9,9,28,15.333333333333334
360670043023,1.85922864,2.601602434,0.714647487,0.001744033,0.059100421,2.95096524,2.146141503,0.0,0.0,786.0,536.0,12724.0,0.355,0.7369,1.0,2,735,282.51818586667264,32,40,72,56,0.6680272108843538,-2,1,27,10.0
360670044001,0.42905478,3.303772442,0.129868139,0.021698402,0.153218085,14.16177611,3.983995323,0.0,0.0,457.0,240.0,,0.2013,0.6875,7.0,3,713,215.8138953324437,35,47,68,56,0.6367461430575035,1,8,23,10.666666666666666
360670044002,0.555424069,3.260246394,0.170362605,0.086029845,0.104646221,82.21017849,3.619715364,0.17288491,0.053028173,1236.0,573.0,29954.0,0.1966,0.7417,8.0,1,1052,322.67499840995146,46,58,67,56,0.41539923954372626,12,19,22,17.666666666666668
360670045001,0.611182177,2.279768218,0.268089612,0.05535719,0.060960812,90.80782988,2.034316983,0.0,0.0,767.0,327.0,83438.0,0.3768,0.8318,7.0,0,763,334.6831462846544,55,58,78,56,0.3053735255570118,21,19,33,24.333333333333332
360670045002,0.965075441,3.650094613,0.264397377,0.084012051,0.089303606,94.07464543,2.031367032,0.0,0.0,1502.0,630.0,71544.0,0.1957,0.9667,8.0,0,1321,361.90842705698384,54,69,79,56,0.45722937168811506,20,30,34,28.0
360670045003,0.558648874,2.300756973,0.242810901,0.065604874,0.082103453,79.90513375,3.736300442,0.0,0.0,1048.0,383.0,45707.0,0.146,0.9478,8.0,2,980,425.94676947655176,55,56,67,56,0.5183673469387755,21,17,22,20.0
360670045004,0.325803127,1.843104067,0.176768709,0.043010922,0.05738308,74.95401502,2.237430655,0.0,0.0,750.0,488.0,29375.0,0.164,0.5881,7.0,2,869,471.48721309831495,34,47,79,56,0.5937859608745685,0,8,34,14.0
360670046001,1.612221572,4.690299938,0.343735282,0.086995162,0.161178629,53.97437745,3.982716206,0.050649506,0.010798778,1216.0,409.0,,0.2936,0.6626,7.0,2,1394,297.20913767284964,46,49,70,56,0.6011477761836442,12,10,25,15.666666666666666
360670046002,3.02310034,7.367127646,0.410349934,0.280199315,0.41407634,67.66851616,4.153477549,0.307197609,0.041698424,1131.0,518.0,99667.0,0.2087,1.0,8.0,2,2233,303.1032048443484,35,53,72,56,0.5123152709359606,1,14,27,14.0
360670046003,2.325368361,6.767759523,0.343595004,0.206885364,0.209962367,98.53449791,3.072781804,0.462750282,0.068375698,932.0,610.0,88542.0,0.0901,0.8246,8.0,2,2187,323.14977985957614,39,60,67,56,0.47828074988568814,5,21,22,16.0
360670046004,1.401404474,3.987985281,0.351406631,0.114975334,0.143398848,80.17870138,3.012960205,0.106575132,0.026724053,802.0,460.0,98768.0,0.2656,0.8935,7.0,2,1226,307.4234014455983,33,54,77,56,0.6117455138662317,-1,15,32,16.0
360670046005,1.674640012,3.86965175,0.43276246,0.087839731,0.227612371,38.59180877,3.151199747,0.730835743,0.18886344,537.0,284.0,,0.2831,0.7113,7.0,2,1030,266.17382300616583,46,56,69,56,0.6233009708737864,12,17,24,17.666666666666668
360670048001,1.050047561,2.821611215,0.372144665,0.091897662,0.095271709,96.45850004,4.903843113,0.045206165,0.016021401,748.0,328.0,72115.0,0.2834,0.9573,10.0,3,1046,370.7101795028838,35,55,62,55,0.5047801147227533,1,16,17,11.333333333333334
360670048002,2.081672514,4.226727421,0.492502191,0.177220169,0.279802214,63.33765796,4.67685676,0.362561333,0.085778262,793.0,415.0,93750.0,0.082,0.9325,10.0,3,1640,388.0070410625138,38,48,60,55,0.5975609756097561,4,9,15,9.333333333333334
360670049001,0.377759351,1.94125938,0.194594991,0.050100259,0.05296041,94.59945541,6.759872799,0.0,0.0,807.0,387.0,42955.0,0.6159,0.7649,10.0,2,664,342.0459969651248,39,62,68,55,0.4036144578313253,5,23,23,17.0
360670049002,1.41045603,3.497727958,0.403249208,0.08433808,0.222457448,37.9120055,3.103893593,0.176431078,0.050441624,537.0,270.0,85208.0,0.2477,0.8407,10.0,2,965,275.8933832440722,35,57,60,56,0.40518134715025905,1,18,15,11.333333333333334
360670050001,1.568634945,6.304353464,0.248817734,0.116198438,0.246604974,47.11925971,2.881716398,0.184552273,0.029273783,1039.0,623.0,54448.0,0.4283,0.7753,10.0,1,1593,252.68253264931465,38,57,74,55,0.480225988700565,4,18,29,17.0
360670050002,1.37161153,4.713650666,0.290987098,0.131460499,0.134837935,97.4951887,2.992936378,0.0,0.0,1283.0,543.0,86196.0,0.1348,0.9466,10.0,1,1459,309.5265439426605,45,56,74,56,0.5311857436600411,11,17,29,19.0
360670051001,0.567361466,2.406941856,0.235718808,0.022326859,0.060661571,36.80560673,1.921289826,0.024820798,0.010312172,591.0,349.0,30417.0,0.8003,0.7822,10.0,0,622,258.4192046224485,50,60,81,56,0.2909967845659164,16,21,36,24.333333333333332
360670051002,0.807090564,2.970737593,0.271680193,0.056223651,0.084913211,66.21307898,2.536430258,0.0,0.0,813.0,449.0,33250.0,0.8413,0.6325,11.0,0,904,304.30153175767214,47,58,73,56,0.3108407079646018,13,19,28,20.0
360670051003,0.680880472,2.404885322,0.283123884,0.054446443,0.067313394,80.88500695,3.952494049,0.312637413,0.130000965,853.0,362.0,40391.0,0.7292,0.7956,10.0,2,739,307.2911598900765,35,58,60,55,0.42354533152909335,1,19,15,11.666666666666666
360670052001,0.91690337,2.474561938,0.37053159,0.023162547,0.076518769,30.2704132,0.905462005,0.094092084,0.038023734,488.0,245.0,37292.0,0.7643,0.7796,11.0,2,804,324.9059915024039,50,54,66,56,0.6492537313432836,16,15,21,17.333333333333332
360670052002,0.726708492,2.972316347,0.244492311,0.045557407,0.098484513,46.25844785,0.941809838,0.081909778,0.027557557,602.0,395.0,35337.0,0.8605,0.6557,10.0,2,991,333.41000226985597,51,55,66,56,0.6034308779011099,17,16,21,18.0
360670052003,0.416559393,1.733481071,0.240302245,0.034582172,0.046763745,73.95081657,0.487702464,0.0,0.0,980.0,303.0,46648.0,0.7704,0.8614,10.0,0,331,190.94526357248006,51,71,71,51,0.39274924471299094,17,32,26,25.0
360670053001,0.592368309,1.857699695,0.318871942,0.04493761,0.06550328,68.6036025,0.501520844,0.0,0.0,562.0,264.0,58333.0,0.9893,0.697,11.0,0,547,294.4501748437871,50,60,79,56,0.47714808043875684,16,21,34,23.666666666666668
360670053002,1.32456575,3.372036433,0.392808849,0.025604899,0.137861181,18.57295786,0.874539889,0.237980764,0.07057479,1368.0,427.0,17176.0,0.8772,0.7752,11.0,2,1174,348.1575668966089,49,54,65,56,0.5238500851788757,15,15,20,16.666666666666668
360670054001,0.488506013,1.774236011,0.275333163,0.02878053,0.038264918,75.21388059,2.979002701,0.349248069,0.1968442,499.0,244.0,24417.0,0.9419,0.6762,11.0,2,891,502.1879808976552,47,49,62,56,0.5274971941638609,13,10,17,13.333333333333334
360670054002,0.884955696,2.193111302,0.403516089,0.040309899,0.067034578,60.13299422,0.97261662,0.0,0.0,551.0,314.0,38162.0,0.8966,0.6847,11.0,0,679,309.60580950943455,46,57,78,56,0.43593519882179677,12,18,33,21.0
360670054003,0.750051821,1.703518628,0.440295638,0.023071857,0.047664889,48.40430158,0.924091055,0.0,0.0,576.0,235.0,20104.0,0.6962,0.7957,11.0,2,611,358.66939753828154,38,57,65,56,0.49427168576104746,4,18,20,14.0
