geoid,NAME,B19013_001E,state,county,tract,block group,table
360670053001,"Block Group 1, Census Tract 53, Onondaga County, New York",58333,36,067,005300,1,b19013
360670055003,"Block Group 3, Census Tract 55, Onondaga County, New York",37284,36,067,005500,3,b19013
360670130003,"Block Group 3, Census Tract 130, Onondaga County, New York",75781,36,067,013000,3,b19013
360670130001,"Block Group 1, Census Tract 130, Onondaga County, New York",72663,36,067,013000,1,b19013
360670157002,"Block Group 2, Census Tract 157, Onondaga County, New York",97847,36,067,015700,2,b19013
360670128002,"Block Group 2, Census Tract 128, Onondaga County, New York",70000,36,067,012800,2,b19013
360670163005,"Block Group 5, Census Tract 163, Onondaga County, New York",111250,36,067,016300,5,b19013
360670163001,"Block Group 1, Census Tract 163, Onondaga County, New York",115833,36,067,016300,1,b19013
360670051002,"Block Group 2, Census Tract 51, Onondaga County, New York",33250,36,067,005100,2,b19013
360670017021,"Block Group 1, Census Tract 17.02, Onondaga County, New York",74775,36,067,001702,1,b19013
360670036021,"Block Group 1, Census Tract 36.02, Onondaga County, New York",38092,36,067,003602,1,b19013
360670039002,"Block Group 2, Census Tract 39, Onondaga County, New York",29613,36,067,003900,2,b19013
360670109002,"Block Group 2, Census Tract 109, Onondaga County, New York",71500,36,067,010900,2,b19013
360670148002,"Block Group 2, Census Tract 148, Onondaga County, New York",167153,36,067,014800,2,b19013
360670168021,"Block Group 1, Census Tract 168.02, Onondaga County, New York",79808,36,067,016802,1,b19013
360670143001,"Block Group 1, Census Tract 143, Onondaga County, New York",39702,36,067,014300,1,b19013
360670147002,"Block Group 2, Census Tract 147, Onondaga County, New York",108912,36,067,014700,2,b19013
360670119002,"Block Group 2, Census Tract 119, Onondaga County, New York",71402,36,067,011900,2,b19013
360670149001,"Block Group 1, Census Tract 149, Onondaga County, New York",90179,36,067,014900,1,b19013
360670003001,"Block Group 1, Census Tract 3, Onondaga County, New York",69831,36,067,000300,1,b19013
360670006001,"Block Group 1, Census Tract 6, Onondaga County, New York",26188,36,067,000600,1,b19013
360670017012,"Block Group 2, Census Tract 17.01, Onondaga County, New York",50057,36,067,001701,2,b19013
360670018001,"Block Group 1, Census Tract 18, Onondaga County, New York",30357,36,067,001800,1,b19013
360670061021,"Block Group 1, Census Tract 61.02, Onondaga County, New York",15913,36,067,006102,1,b19013
360670112013,"Block Group 3, Census Tract 112.01, Onondaga County, New York",80833,36,067,011201,3,b19013
360670110122,"Block Group 2, Census Tract 110.12, Onondaga County, New York",95556,36,067,011012,2,b19013
360670024001,"Block Group 1, Census Tract 24, Onondaga County, New York",23688,36,067,002400,1,b19013
360670103014,"Block Group 4, Census Tract 103.01, Onondaga County, New York",38385,36,067,010301,4,b19013
360670126002,"Block Group 2, Census Tract 126, Onondaga County, New York",99375,36,067,012600,2,b19013
360670168011,"Block Group 1, Census Tract 168.01, Onondaga County, New York",81750,36,067,016801,1,b19013
360670014003,"Block Group 3, Census Tract 14, Onondaga County, New York",32639,36,067,001400,3,b19013
360670046004,"Block Group 4, Census Tract 46, Onondaga County, New York",98768,36,067,004600,4,b19013
360670052001,"Block Group 1, Census Tract 52, Onondaga County, New York",37292,36,067,005200,1,b19013
360670102003,"Block Group 3, Census Tract 102, Onondaga County, New York",59859,36,067,010200,3,b19013
360670043021,"Block Group 1, Census Tract 43.02, Onondaga County, New York",8460,36,067,004302,1,b19013
360670021013,"Block Group 3, Census Tract 21.01, Onondaga County, New York",27500,36,067,002101,3,b19013
360670137012,"Block Group 2, Census Tract 137.01, Onondaga County, New York",51065,36,067,013701,2,b19013
360670137011,"Block Group 1, Census Tract 137.01, Onondaga County, New York",79071,36,067,013701,1,b19013
360670029011,"Block Group 1, Census Tract 29.01, Onondaga County, New York",71250,36,067,002901,1,b19013
360670156012,"Block Group 2, Census Tract 156.01, Onondaga County, New York",75292,36,067,015601,2,b19013
360670150003,"Block Group 3, Census Tract 150, Onondaga County, New York",82760,36,067,015000,3,b19013
360670126004,"Block Group 4, Census Tract 126, Onondaga County, New York",80777,36,067,012600,4,b19013
360670134004,"Block Group 4, Census Tract 134, Onondaga County, New York",64609,36,067,013400,4,b19013
360670142003,"Block Group 3, Census Tract 142, Onondaga County, New York",57917,36,067,014200,3,b19013
360670144003,"Block Group 3, Census Tract 144, Onondaga County, New York",66979,36,067,014400,3,b19013
360670160021,"Block Group 1, Census Tract 160.02, Onondaga County, New York",108235,36,067,016002,1,b19013
360670154004,"Block Group 4, Census Tract 154, Onondaga County, New York",71934,36,067,015400,4,b19013
360670163007,"Block Group 7, Census Tract 163, Onondaga County, New York",125119,36,067,016300,7,b19013
360670158004,"Block Group 4, Census Tract 158, Onondaga County, New York",67237,36,067,015800,4,b19013
360670145001,"Block Group 1, Census Tract 145, Onondaga County, New York",70483,36,067,014500,1,b19013
360670160022,"Block Group 2, Census Tract 160.02, Onondaga County, New York",92857,36,067,016002,2,b19013
360670051001,"Block Group 1, Census Tract 51, Onondaga County, New York",30417,36,067,005100,1,b19013
360670110112,"Block Group 2, Census Tract 110.11, Onondaga County, New York",48182,36,067,011011,2,b19013
360670122001,"Block Group 1, Census Tract 122, Onondaga County, New York",51902,36,067,012200,1,b19013
360670134002,"Block Group 2, Census Tract 134, Onondaga County, New York",79620,36,067,013400,2,b19013
360670103222,"Block Group 2, Census Tract 103.22, Onondaga County, New York",99867,36,067,010322,2,b19013
360670114013,"Block Group 3, Census Tract 114.01, Onondaga County, New York",88347,36,067,011401,3,b19013
360670040001,"Block Group 1, Census Tract 40, Onondaga County, New York",18083,36,067,004000,1,b19013
360670147005,"Block Group 5, Census Tract 147, Onondaga County, New York",80089,36,067,014700,5,b19013
360670112424,"Block Group 4, Census Tract 112.42, Onondaga County, New York",105978,36,067,011242,4,b19013
360670043011,"Block Group 1, Census Tract 43.01, Onondaga County, New York",10547,36,067,004301,1,b19013
360670110212,"Block Group 2, Census Tract 110.21, Onondaga County, New York",95573,36,067,011021,2,b19013
360670032001,"Block Group 1, Census Tract 32, Onondaga County, New York",44545,36,067,003200,1,b19013
360670162001,"Block Group 1, Census Tract 162, Onondaga County, New York",46161,36,067,016200,1,b19013
360670114014,"Block Group 4, Census Tract 114.01, Onondaga County, New York",124034,36,067,011401,4,b19013
360670117001,"Block Group 1, Census Tract 117, Onondaga County, New York",61641,36,067,011700,1,b19013
360670117002,"Block Group 2, Census Tract 117, Onondaga County, New York",49212,36,067,011700,2,b19013
360670121001,"Block Group 1, Census Tract 121, Onondaga County, New York",105313,36,067,012100,1,b19013
360670121002,"Block Group 2, Census Tract 121, Onondaga County, New York",90724,36,067,012100,2,b19013
360670121003,"Block Group 3, Census Tract 121, Onondaga County, New York",109868,36,067,012100,3,b19013
360670162002,"Block Group 2, Census Tract 162, Onondaga County, New York",51382,36,067,016200,2,b19013
360670045001,"Block Group 1, Census Tract 45, Onondaga County, New York",83438,36,067,004500,1,b19013
360670045002,"Block Group 2, Census Tract 45, Onondaga County, New York",71544,36,067,004500,2,b19013
360670110221,"Block Group 1, Census Tract 110.22, Onondaga County, New York",65662,36,067,011022,1,b19013
360670123002,"Block Group 2, Census Tract 123, Onondaga County, New York",73942,36,067,012300,2,b19013
360670129001,"Block Group 1, Census Tract 129, Onondaga County, New York",32634,36,067,012900,1,b19013
360670129002,"Block Group 2, Census Tract 129, Onondaga County, New York",42898,36,067,012900,2,b19013
360670140001,"Block Group 1, Census Tract 140, Onondaga County, New York",55313,36,067,014000,1,b19013
360670140002,"Block Group 2, Census Tract 140, Onondaga County, New York",64231,36,067,014000,2,b19013
360670140003,"Block Group 3, Census Tract 140, Onondaga County, New York",48790,36,067,014000,3,b19013
360670016002,"Block Group 2, Census Tract 16, Onondaga County, New York",31094,36,067,001600,2,b19013
360670016001,"Block Group 1, Census Tract 16, Onondaga County, New York",20379,36,067,001600,1,b19013
360670035002,"Block Group 2, Census Tract 35, Onondaga County, New York",13380,36,067,003500,2,b19013
360670035003,"Block Group 3, Census Tract 35, Onondaga County, New York",22935,36,067,003500,3,b19013
360670059002,"Block Group 2, Census Tract 59, Onondaga County, New York",35474,36,067,005900,2,b19013
360670101002,"Block Group 2, Census Tract 101, Onondaga County, New York",82262,36,067,010100,2,b19013
360670104001,"Block Group 1, Census Tract 104, Onondaga County, New York",59688,36,067,010400,1,b19013
360670110111,"Block Group 1, Census Tract 110.11, Onondaga County, New York",120223,36,067,011011,1,b19013
